key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
3933	2483	3930	J. nHht	0	be warm at heart, feel warmly | (as nn m) /$gk: [[epimeleia]]$/	be warm at heart, feel warmly | (as nn m) /$gk: [[epimeleia]]$/	epimeleia	796a	4	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3933.html	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	-	επιμελεια	"be warm at heart, feel warmly
<i>as nn m</i> [επιμελεια]"	"be warm at heart, feel warmly
as nn m [επιμελεια]"	"be warm at heart, feel warmly
<i>as nn m</i>"	"be warm at heart, feel warmly
<i>as nn m</i> <span style=""opacity:0.7"">[επιμελεια]</span>"	"be warm at heart, feel warmly
<i>as nn m</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%80%CE%B9%CE%BC%CE%B5%CE%BB%CE%B5%CE%B9%CE%B1"">επιμελεια</a>]</span>"	"be warm at heart, feel warmly
as nn m"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=796a	796	a	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	ϫ. ⲛϩⲏⲧ	1
3934	2486	0	(B) Hi G. eHrhi	0	leap over	leap over		796b	1	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3934.html	(B) ϩⲓ ϭ. ⲉϩⲣⲏⲓ	(B) ϩⲓ ϭ. ⲉϩⲣⲏⲓ	(B) ϩⲓ ϭ. ⲉϩⲣⲏⲓ	(B) ϩⲓ ϭ. ⲉϩⲣⲏⲓ	ϩⲓ ϭ. ⲉϩⲣⲏⲓ	(B) ϩⲓ ϭ. ⲉϩⲣⲏⲓ	-		leap over	leap over	leap over	leap over	leap over	leap over	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=796b	796	b											ϩⲓ ϭ. ⲉϩⲣⲏⲓ	ϩⲓ ϭ. ⲉϩⲣⲏⲓ									0
8496	2489	0		99	intr :	intr :		797a	1	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8496.html							HEADER		intr :	intr :	intr :	intr :	intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=797a	797	a																					0
8497	2489	8496	^^^ e-	0	(as obj) /$gk: [[aptesqai]]$/	(as obj) /$gk: [[aptesqai]]$/	aptesqai	797a	2	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8497.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-	απτεσθαι	<i>as obj</i> [απτεσθαι]	as obj [απτεσθαι]	<i>as obj</i>	"<i>as obj</i> <span style=""opacity:0.7"">[απτεσθαι]</span>"	"<i>as obj</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%80%CF%84%CE%B5%CF%83%CE%B8%CE%B1%CE%B9"">απτεσθαι</a>]</span>"	as obj	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=797a	797	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
8498	2489	8496	^^^ n- *^dat^*	0				797a	3	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8498.html	<i><b>c</b></i> ⲛ- {dat}	<i><b>c</b></i> ⲛ- {dat}	c ⲛ- {dat}	c ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat} (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=797a	797	a	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	1
8499	2489	8496	^^^ nem-	0				797a	4	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8499.html	<i><b>c</b></i> ⲛⲉⲙ-	<i><b>c</b></i> ⲛⲉⲙ-	c ⲛⲉⲙ-	c ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=797a	797	a	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	1
8500	2489	8496	^^^ nsa-	0				797a	5	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8500.html	<i><b>c</b></i> ⲛⲥⲁ-	<i><b>c</b></i> ⲛⲥⲁ-	c ⲛⲥⲁ-	c ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=797a	797	a	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	1
8501	2489	8496	^^^ Hn-,^^^ ebol Ken-	0				797a	6	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8501.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ⲉⲃⲟⲗ ϧⲉⲛ-	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ⲉⲃⲟⲗ ϧⲉⲛ-	c ϩⲛ-, c ⲉⲃⲟⲗ ϧⲉⲛ-	c ϩⲛ-, c ⲉⲃⲟⲗ ϧⲉⲛ-	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=797a	797	a	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ⲉⲃⲟⲗ ϧⲉⲛ- (c)	ϩⲛ-	1
8502	2489	0		99	tr :	tr :		797a	7	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8502.html							HEADER		tr :	tr :	tr :	tr :	tr :	tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=797a	797	a																					0
8503	2489	8502	^^^ e-	0				797a	8	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8503.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=797a	797	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
