key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
8750	326	2806	(B) metF.	0		reckoning		527b	22	2010-11-06	1900-01-01	vagrant		https://pishoyg.github.io/crum/8750.html	(B) ⲙⲉⲧϥ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲙⲉⲧϥ.</span> <span class=""nag-hammadi""></span></span>"	ⲙⲉⲧϥ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲙⲉⲧϥ.</span></span>"	-		reckoning	reckoning	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=527b						ⲙⲉⲧϥ.					1
8751	326	2806	(B) reFF.	0		accountant		527b	23	2010-11-06	1900-01-01	vagrant		https://pishoyg.github.io/crum/8751.html	(B) ⲣⲉϥϥ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲣⲉϥϥ.</span> <span class=""nag-hammadi""></span></span>"	ⲣⲉϥϥ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲣⲉϥϥ.</span></span>"	-		accountant	accountant	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=527b						ⲣⲉϥϥ.					1
2807	326	0	(B) Hi wp	0	make reckoning	make reckoning		527b	24	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2807.html	(B) ϩⲓ ⲱⲡ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϩⲓ ⲱⲡ</span> <span class=""nag-hammadi""></span></span>"	ϩⲓ ⲱⲡ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϩⲓ ⲱⲡ</span></span>"	-		make reckoning	make reckoning	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=527b						ϩⲓ ⲱⲡ					0
2808	326	0	(S) reFwp	0	counter	counter		527b	25	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2808.html	(S) ⲣⲉϥⲱⲡ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲣⲉϥⲱⲡ</span> <span class=""nag-hammadi""></span></span>"	ⲣⲉϥⲱⲡ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲣⲉϥⲱⲡ</span></span>"	-		counter	counter	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=527b	ⲣⲉϥⲱⲡ										0
2809	326	0	(S,B) Ginwp,Jinwp	0	reckoning, calculation	reckoning, calculation		527b	26	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2809.html	(S, B) ϭⲓⲛⲱⲡ, ϫⲓⲛⲱⲡ	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϭⲓⲛⲱⲡ</span>, <span class=""spelling S B"">ϫⲓⲛⲱⲡ</span> <span class=""nag-hammadi""></span></span>"	ϭⲓⲛⲱⲡ, ϫⲓⲛⲱⲡ	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϭⲓⲛⲱⲡ</span>, <span class=""spelling S B"">ϫⲓⲛⲱⲡ</span></span>"	-		reckoning, calculation	reckoning, calculation	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=527b	ϭⲓⲛⲱⲡ, ϫⲓⲛⲱⲡ					ϭⲓⲛⲱⲡ, ϫⲓⲛⲱⲡ					0
2810	326	0	(S,A,sA,F) hpe (S,F) hhpe (B,F) hpi	4	number /$gk: [[ariqmos, plhqos, metron]]$/	number /$gk: [[ariqmos, plhqos, metron]]$/	ariqmos, plhqos, metron	527b	27	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2810.html	"(S, A, sA, F) ⲏⲡⲉ
(S, F) ⲏⲏⲡⲉ
(B, F) ⲏⲡⲓ"	"<span class=""word S A sA F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A sA F"">ⲏⲡⲉ</span> <span class=""nag-hammadi""></span></span>
<span class=""word S F"">(<span class=""dialect S"">S</span>, <span class=""dialect F"">F</span>) <span class=""spelling S F"">ⲏⲏⲡⲉ</span> <span class=""nag-hammadi""></span></span>
<span class=""word B F"">(<span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling B F"">ⲏⲡⲓ</span> <span class=""nag-hammadi""></span></span>"	ⲏⲡⲉ, ⲏⲏⲡⲉ, ⲏⲡⲓ	"<span class=""word S A sA F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A sA F"">ⲏⲡⲉ</span> (ⲧ)</span>
<span class=""word S F"">(<span class=""dialect S"">S</span>, <span class=""dialect F"">F</span>) <span class=""spelling S F"">ⲏⲏⲡⲉ</span> (ⲧ)</span>
<span class=""word B F"">(<span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling B F"">ⲏⲡⲓ</span> (ⲧ)</span>"	noun female	αριθμοσ, πληθοσ, μετρον	number [αριθμοσ, πληθοσ, μετρον]	number	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=527b	"ⲏⲡⲉ (ⲧ)
ⲏⲏⲡⲉ (ⲧ)"			ⲏⲡⲉ (ⲧ)	ⲏⲡⲉ (ⲧ)	ⲏⲡⲓ (ⲧ)	"ⲏⲡⲉ (ⲧ)
ⲏⲏⲡⲉ (ⲧ)
ⲏⲡⲓ (ⲧ)"				0
2811	326	2810	(S,A,B) athpe	0	numberless /$gk: [[anariqmhtos]]$/	numberless /$gk: [[anariqmhtos]]$/	anariqmhtos	527b	28	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2811.html	(S, A, B) ⲁⲧⲏⲡⲉ	"<span class=""word S A B"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect B"">B</span>) <span class=""spelling S A B"">ⲁⲧⲏⲡⲉ</span> <span class=""nag-hammadi""></span></span>"	ⲁⲧⲏⲡⲉ	"<span class=""word S A B"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect B"">B</span>) <span class=""spelling S A B"">ⲁⲧⲏⲡⲉ</span></span>"	-	αναριθμητοσ	numberless [αναριθμητοσ]	numberless	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=527b	ⲁⲧⲏⲡⲉ			ⲁⲧⲏⲡⲉ		ⲁⲧⲏⲡⲉ					1
2812	326	2810	(S,B,F) Ji h.,Gi h.	0	take number, count	take number, count		527b	29	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2812.html	(S, B, F) ϫⲓ ⲏ., ϭⲓ ⲏ.	"<span class=""word S B F"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S B F"">ϫⲓ ⲏ.</span>, <span class=""spelling S B F"">ϭⲓ ⲏ.</span> <span class=""nag-hammadi""></span></span>"	ϫⲓ ⲏ., ϭⲓ ⲏ.	"<span class=""word S B F"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S B F"">ϫⲓ ⲏ.</span>, <span class=""spelling S B F"">ϭⲓ ⲏ.</span></span>"	-		take number, count	take number, count	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=527b	ϫⲓ ⲏ., ϭⲓ ⲏ.					ϫⲓ ⲏ., ϭⲓ ⲏ.	ϫⲓ ⲏ., ϭⲓ ⲏ.				1
2813	326	2812	(S) reFJ.	0	accountant	accountant		528a	30	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2813.html	(S) ⲣⲉϥϫ.	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲣⲉϥϫ.</span> <span class=""nag-hammadi""></span></span>"	ⲣⲉϥϫ.	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲣⲉϥϫ.</span></span>"	-		accountant	accountant	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=528a	ⲣⲉϥϫ.										2
2814	326	0	(S) ops	3	reckoning	reckoning		528a	31	2010-03-05	2010-03-05	vagrant	vagrant	https://pishoyg.github.io/crum/2814.html	(S) ⲟⲡⲥ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲟⲡⲥ</span> <span class=""nag-hammadi""></span></span>"	ⲟⲡⲥ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲟⲡⲥ</span> (noun)</span>"	noun		reckoning	reckoning	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=528a	ⲟⲡⲥ (noun)										0
