key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
6882	1	0	at..ou.,aq..ou.	0		without light /$gk: [[awria]]$/	awria	480b	1	2010-08-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/6882.html	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	-	αωρια	without light [αωρια]	without light [αωρια]	without light	"without light <span style=""opacity:0.7"">[αωρια]</span>"	"without light <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%89%CF%81%CE%B9%CE%B1"">αωρια</a>]</span>"	without light	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=480b	480	b	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ.	ⲁⲧⲟⲩ., ⲁⲑⲟⲩ.	ⲁⲧⲟⲩ.	0
6883	1	0	"(S,sA) rmn..ou. (NH) rm..ou. *^<a href=ext codex II - The Gospel of Thomas;107;38;7;oun ouoein Soop mfoun nnourmouoein;codex II - On the Origin of the World;110;103;19;oun ourwme naqanatos rrmouoein Soop Hi tekHh;codex II - On the Origin of the World;110;107;26;oun ourwme natmou rrmouoein Soop Hi teFeHh"">Ext</a>^*"""	0		man of, dweller in light		480b	2	2010-08-05	2010-12-24	vagrant	vagrant	https://pishoyg.github.io/crum/6883.html	"(S, sA) ⲣⲙⲛⲟⲩ.
(NH) ⲣⲙⲟⲩ. {ext codex II - The Gospel of Thomas; 107; 38; 7; ⲟⲩⲛ ⲟⲩⲟⲉⲓⲛ ϣⲟⲟⲡ ⲙⲫⲟⲩⲛ ⲛⲛⲟⲩⲣⲙⲟⲩⲟⲉⲓⲛ; Ext}, {codex II - On the Origin of the World; 110; 103; 19; ⲟⲩⲛ ⲟⲩⲣⲱⲙⲉ ⲛⲁⲑⲁⲛⲁⲧⲟⲥ ⲣⲣⲙⲟⲩⲟⲉⲓⲛ ϣⲟⲟⲡ ϩⲓ ⲧⲉⲕϩⲏ; Ext}, {codex II - On the Origin of the World; 110; 107; 26; ⲟⲩⲛ ⲟⲩⲣⲱⲙⲉ ⲛⲁⲧⲙⲟⲩ ⲣⲣⲙⲟⲩⲟⲉⲓⲛ ϣⲟⲟⲡ ϩⲓ ⲧⲉϥⲉϩⲏ; Ext}"	"(S, sA) ⲣⲙⲛⲟⲩ.
(NH) ⲣⲙⲟⲩ."	"(S, sA) ⲣⲙⲛⲟⲩ.
(NH) ⲣⲙⲟⲩ. {ext codex II - The Gospel of Thomas; 107; 38; 7; ⲟⲩⲛ ⲟⲩⲟⲉⲓⲛ ϣⲟⲟⲡ ⲙⲫⲟⲩⲛ ⲛⲛⲟⲩⲣⲙⲟⲩⲟⲉⲓⲛ; Ext}, {codex II - On the Origin of the World; 110; 103; 19; ⲟⲩⲛ ⲟⲩⲣⲱⲙⲉ ⲛⲁⲑⲁⲛⲁⲧⲟⲥ ⲣⲣⲙⲟⲩⲟⲉⲓⲛ ϣⲟⲟⲡ ϩⲓ ⲧⲉⲕϩⲏ; Ext}, {codex II - On the Origin of the World; 110; 107; 26; ⲟⲩⲛ ⲟⲩⲣⲱⲙⲉ ⲛⲁⲧⲙⲟⲩ ⲣⲣⲙⲟⲩⲟⲉⲓⲛ ϣⲟⲟⲡ ϩⲓ ⲧⲉϥⲉϩⲏ; Ext}"	"(S, sA) ⲣⲙⲛⲟⲩ.
(NH) ⲣⲙⲟⲩ."	ⲣⲙⲛⲟⲩ., ⲣⲙⲟⲩ.	"(S, sA) ⲣⲙⲛⲟⲩ.
(NH) ⲣⲙⲟⲩ."	-		man of, dweller in light	man of, dweller in light	man of, dweller in light	man of, dweller in light	man of, dweller in light	man of, dweller in light	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=480b	480	b	ⲣⲙⲛⲟⲩ.	ⲣⲙⲛⲟⲩ.							ⲣⲙⲛⲟⲩ.	ⲣⲙⲛⲟⲩ.									ⲣⲙⲟⲩ.	ⲣⲙⲟⲩ.	0
6884	1	0	(S,A,B,F) r ..ou.,er ..ou.,el ..ou.	0		make, be light, shine		480b	3	2010-08-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/6884.html	(S, A, B, F) ⲣ ⲟⲩ., ⲉⲣ ⲟⲩ., ⲉⲗ ⲟⲩ.	(S, A, B, F) ⲣ ⲟⲩ., ⲉⲣ ⲟⲩ., ⲉⲗ ⲟⲩ.	(S, A, B, F) ⲣ ⲟⲩ., ⲉⲣ ⲟⲩ., ⲉⲗ ⲟⲩ.	(S, A, B, F) ⲣ ⲟⲩ., ⲉⲣ ⲟⲩ., ⲉⲗ ⲟⲩ.	ⲣ ⲟⲩ., ⲉⲣ ⲟⲩ., ⲉⲗ ⲟⲩ.	(S, A, B, F) ⲣ ⲟⲩ., ⲉⲣ ⲟⲩ., ⲉⲗ ⲟⲩ.	-		make, be light, shine	make, be light, shine	make, be light, shine	make, be light, shine	make, be light, shine	make, be light, shine	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=480b	480	b	ⲣ ⲟⲩ., ⲉⲣ ⲟⲩ., ⲉⲗ ⲟⲩ.	ⲣ ⲟⲩ.					ⲣ ⲟⲩ., ⲉⲣ ⲟⲩ., ⲉⲗ ⲟⲩ.	ⲣ ⲟⲩ.			ⲣ ⲟⲩ., ⲉⲣ ⲟⲩ., ⲉⲗ ⲟⲩ.	ⲣ ⲟⲩ.	ⲣ ⲟⲩ., ⲉⲣ ⲟⲩ., ⲉⲗ ⲟⲩ.	ⲣ ⲟⲩ.							0
6885	1	6884		99		With prep or advb:		480b	4	2010-08-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/6885.html							HEADER		With prep or advb:	With prep or advb:	With prep or advb:	With prep or advb:	With prep or advb:	With prep or advb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=480b	480	b																					1
6886	1	6885	^^^ eJn-	0				480b	5	2010-08-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/6886.html	<i><b>c</b></i> ⲉϫⲛ-	<i><b>c</b></i> ⲉϫⲛ-	c ⲉϫⲛ-	c ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=480b	480	b	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	2
6887	1	6885	(B) ^^^ HiJen-	0				480b	6	2010-08-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/6887.html	(B) <i><b>c</b></i> ϩⲓϫⲉⲛ-	(B) <i><b>c</b></i> ϩⲓϫⲉⲛ-	(B) c ϩⲓϫⲉⲛ-	(B) c ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	(B) ϩⲓϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=480b	480	b											ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-									2
6888	1	6885	(B) ^^^ n-	0				480b	7	2010-08-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/6888.html	(B) <i><b>c</b></i> ⲛ-	(B) <i><b>c</b></i> ⲛ-	(B) c ⲛ-	(B) c ⲛ-	ⲛ- (c)	(B) ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=480b	480	b											ⲛ- (c)	ⲛ-									2
6889	1	6885	(S) ^^^ ebol	0				480b	8	2010-08-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/6889.html	(S) <i><b>c</b></i> ⲉⲃⲟⲗ	(S) <i><b>c</b></i> ⲉⲃⲟⲗ	(S) c ⲉⲃⲟⲗ	(S) c ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	(S) ⲉⲃⲟⲗ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=480b	480	b	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ																			2
2579	1	6884	reF..r ou.	0		one who lights, illuminator /$gk: [[fwsthr]]$/	fwsthr	480b	9	2010-03-02	2010-08-07	vagrant	vagrant	https://pishoyg.github.io/crum/2579.html	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	-	φωστηρ	one who lights, illuminator [φωστηρ]	one who lights, illuminator [φωστηρ]	one who lights, illuminator	"one who lights, illuminator <span style=""opacity:0.7"">[φωστηρ]</span>"	"one who lights, illuminator <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%86%CF%89%CF%83%CF%84%CE%B7%CF%81"">φωστηρ</a>]</span>"	one who lights, illuminator	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=480b	480	b	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	ⲣⲉϥⲣ ⲟⲩ.	1
6890	1	6884	Gin..r ou.,Jin..er ou.	0		shining, ilumination		481a	10	2010-08-05	2010-08-05	vagrant	vagrant	https://pishoyg.github.io/crum/6890.html	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	-		shining, ilumination	shining, ilumination	shining, ilumination	shining, ilumination	shining, ilumination	shining, ilumination	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=481a	481	a	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ., ϫⲓⲛⲉⲣ ⲟⲩ.	ϭⲓⲛⲣ ⲟⲩ.	1
