key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
7697	79	7692	^^^ Hn-,^^^ Ken-	0	(sim)	(sim)		659a	6	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7697.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	ϩⲛ-, ϧⲉⲛ-	"<span class=""word""><span class=""spelling"">ϩⲛ-</span>, <span class=""spelling"">ϧⲉⲛ-</span> (c)</span>"	-		<i>sim</i>	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=659a	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	1
7698	79	7692	(S) ^^^ HiJn-	0				659a	7	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7698.html	(S) <i><b>c</b></i> ϩⲓϫⲛ-	(S) <i><b>c</b></i> ϩⲓϫⲛ-	ϩⲓϫⲛ-	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϩⲓϫⲛ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=659a	ϩⲓϫⲛ- (c)										1
7699	79	0		99	With following adverb:	With following adverb:		659a	8	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7699.html					HEADER		With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=659a											0
7700	79	7699	^^^ ebol	0				659a	9	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7700.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	ⲉⲃⲟⲗ	"<span class=""word""><span class=""spelling"">ⲉⲃⲟⲗ</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=659a	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	1
3357	79	0	(S,B,F) ^^ (S) Hobs,Hbs,Hbbs,Hhbs,Haps (sA,F) Habs	1	covering, lid /$gk: [[kalumma, lepis]]$/	covering, lid /$gk: [[kalumma, lepis]]$/	kalumma, lepis	659a	10	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3357.html	"(S, B, F) ―
(S) ϩⲟⲃⲥ, ϩⲃⲥ, ϩⲃⲃⲥ, ϩⲏⲃⲥ, ϩⲁⲡⲥ
(sA, F) ϩⲁⲃⲥ"	"(S, B, F) ―
(S) ϩⲟⲃⲥ, ϩⲃⲥ, ϩⲃⲃⲥ, ϩⲏⲃⲥ, ϩⲁⲡⲥ
(sA, F) ϩⲁⲃⲥ"	―, ϩⲟⲃⲥ, ϩⲃⲥ, ϩⲃⲃⲥ, ϩⲏⲃⲥ, ϩⲁⲡⲥ, ϩⲁⲃⲥ	"<span class=""word S B F"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S B F"">―</span> (ⲡ)</span>
<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϩⲟⲃⲥ</span>, <span class=""spelling S"">ϩⲃⲥ</span>, <span class=""spelling S"">ϩⲃⲃⲥ</span>, <span class=""spelling S"">ϩⲏⲃⲥ</span>, <span class=""spelling S"">ϩⲁⲡⲥ</span> (ⲡ)</span>
<span class=""word sA F"">(<span class=""dialect sA"">sA</span>, <span class=""dialect F"">F</span>) <span class=""spelling sA F"">ϩⲁⲃⲥ</span> (ⲡ)</span>"	noun male	καλυμμα, λεπισ	covering, lid [καλυμμα, λεπισ]	covering, lid	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=659a	"― (ⲡ)
ϩⲟⲃⲥ, ϩⲃⲥ, ϩⲃⲃⲥ, ϩⲏⲃⲥ, ϩⲁⲡⲥ (ⲡ)"				ϩⲁⲃⲥ (ⲡ)	― (ⲡ)	"― (ⲡ)
ϩⲁⲃⲥ (ⲡ)"				0
3358	79	3357	reFH.	0	coverer, protector (c [ebol]) /$gk: [[skepasths]]$/	coverer, protector (c [ebol]) /$gk: [[skepasths]]$/	skepasths	659b	11	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3358.html	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	"<span class=""word""><span class=""spelling"">ⲣⲉϥϩ.</span></span>"	-	σκεπαστησ	coverer, protector <i>c ⲉⲃⲟⲗ</i> [σκεπαστησ]	coverer, protector <i>c ⲉⲃⲟⲗ</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=659b	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	1
3359	79	3357	(B) JinH.	0	act of covering	act of covering		659b	12	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3359.html	(B) ϫⲓⲛϩ.	(B) ϫⲓⲛϩ.	ϫⲓⲛϩ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϫⲓⲛϩ.</span></span>"	-		act of covering	act of covering	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=659b						ϫⲓⲛϩ.					1
3360	79	0	(S,A,sA) Hboos (S,B) Hbos,Hbws (Sa,sA,F) Hbas (S,A,F) *Hbwws (B,F) *Hbws (B) *eHbws	22	covering, garment /$gk: [[imation, periblhma]]$/ | | linen (S,A,sA,B) /$gk: [[linon]]$/ | (as adj) /$gk: [[linous]]$/	covering, garment /$gk: [[imation, periblhma]]$/ | | linen (S,A,sA,B) /$gk: [[linon]]$/ | (as adj) /$gk: [[linous]]$/	imation, periblhma, linon, linous	659b	13	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3360.html	"(S, A, sA) ϩⲃⲟⲟⲥ
(S, B) ϩⲃⲟⲥ, ϩⲃⲱⲥ
(Sa, sA, F) ϩⲃⲁⲥ
(S, A, F) <i>plural: </i>ϩⲃⲱⲱⲥ
(B, F) <i>plural: </i>ϩⲃⲱⲥ
(B) <i>plural: </i>ⲉϩⲃⲱⲥ"	"(S, A, sA) ϩⲃⲟⲟⲥ
(S, B) ϩⲃⲟⲥ, ϩⲃⲱⲥ
(Sa, sA, F) ϩⲃⲁⲥ
(S, A, F) <i>plural: </i>ϩⲃⲱⲱⲥ
(B, F) <i>plural: </i>ϩⲃⲱⲥ
(B) <i>plural: </i>ⲉϩⲃⲱⲥ"	ϩⲃⲟⲟⲥ, ϩⲃⲟⲥ, ϩⲃⲱⲥ, ϩⲃⲁⲥ, ϩⲃⲱⲱⲥ, ϩⲃⲱⲥ, ⲉϩⲃⲱⲥ	"<span class=""word S A sA"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>) <span class=""spelling S A sA"">ϩⲃⲟⲟⲥ</span> (ⲡ/ⲧ)</span>
<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϩⲃⲟⲥ</span>, <span class=""spelling S B"">ϩⲃⲱⲥ</span> (ⲡ/ⲧ)</span>
<span class=""word Sa sA F"">(<span class=""dialect Sa"">Sa</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect F"">F</span>) <span class=""spelling Sa sA F"">ϩⲃⲁⲥ</span> (ⲡ/ⲧ)</span>
<span class=""word S A F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A F"">ϩⲃⲱⲱⲥ</span> (ⲛ)</span>
<span class=""word B F"">(<span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling B F"">ϩⲃⲱⲥ</span> (ⲛ)</span>
<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲉϩⲃⲱⲥ</span> (ⲛ)</span>"	noun male/female	ιματιον, περιβλημα, λινον, λινουσ	"covering, garment [ιματιον, περιβλημα]
| linen <i>S,A,sA,B</i> [λινον]
<i>as adj</i> [λινουσ]"	"covering, garment 
| linen <i>S,A,sA,B</i> 
<i>as adj</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=659b	"ϩⲃⲟⲟⲥ (ⲡ/ⲧ)
ϩⲃⲟⲥ, ϩⲃⲱⲥ (ⲡ/ⲧ)
ϩⲃⲱⲱⲥ (ⲛ)"	ϩⲃⲁⲥ (ⲡ/ⲧ)		"ϩⲃⲟⲟⲥ (ⲡ/ⲧ)
ϩⲃⲱⲱⲥ (ⲛ)"	"ϩⲃⲟⲟⲥ (ⲡ/ⲧ)
ϩⲃⲁⲥ (ⲡ/ⲧ)"	"ϩⲃⲟⲥ, ϩⲃⲱⲥ (ⲡ/ⲧ)
ϩⲃⲱⲥ (ⲛ)
ⲉϩⲃⲱⲥ (ⲛ)"	"ϩⲃⲁⲥ (ⲡ/ⲧ)
ϩⲃⲱⲱⲥ (ⲛ)
ϩⲃⲱⲥ (ⲛ)"				0
3361	79	0	(B) GiHbos,GiHbws (sA,F) JiHbws	1	clothing /$gk: [[imatismos, imation]]$/	clothing /$gk: [[imatismos, imation]]$/	imatismos, imation	660a	14	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3361.html	"(B) ϭⲓϩⲃⲟⲥ, ϭⲓϩⲃⲱⲥ
(sA, F) ϫⲓϩⲃⲱⲥ"	"(B) ϭⲓϩⲃⲟⲥ, ϭⲓϩⲃⲱⲥ
(sA, F) ϫⲓϩⲃⲱⲥ"	ϭⲓϩⲃⲟⲥ, ϭⲓϩⲃⲱⲥ, ϫⲓϩⲃⲱⲥ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϭⲓϩⲃⲟⲥ</span>, <span class=""spelling B"">ϭⲓϩⲃⲱⲥ</span> (ⲡ)</span>
<span class=""word sA F"">(<span class=""dialect sA"">sA</span>, <span class=""dialect F"">F</span>) <span class=""spelling sA F"">ϫⲓϩⲃⲱⲥ</span> (ⲡ)</span>"	noun male	ιματισμοσ, ιματιον	clothing [ιματισμοσ, ιματιον]	clothing	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=660a					ϫⲓϩⲃⲱⲥ (ⲡ)	ϭⲓϩⲃⲟⲥ, ϭⲓϩⲃⲱⲥ (ⲡ)	ϫⲓϩⲃⲱⲥ (ⲡ)				0
3362	79	0	(S,sA,F) Hbsw (A,sA) Hbsou (S,B) Hebsw (S) *Hbsooue (sA) *Hbsaue	4	garment /$gk: [[imation, imatosmos]]$/	garment /$gk: [[imation, imatosmos]]$/	imation, imatosmos	660a	15	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3362.html	"(S, sA, F) ϩⲃⲥⲱ
(A, sA) ϩⲃⲥⲟⲩ
(S, B) ϩⲉⲃⲥⲱ
(S) <i>plural: </i>ϩⲃⲥⲟⲟⲩⲉ
(sA) <i>plural: </i>ϩⲃⲥⲁⲩⲉ"	"(S, sA, F) ϩⲃⲥⲱ
(A, sA) ϩⲃⲥⲟⲩ
(S, B) ϩⲉⲃⲥⲱ
(S) <i>plural: </i>ϩⲃⲥⲟⲟⲩⲉ
(sA) <i>plural: </i>ϩⲃⲥⲁⲩⲉ"	ϩⲃⲥⲱ, ϩⲃⲥⲟⲩ, ϩⲉⲃⲥⲱ, ϩⲃⲥⲟⲟⲩⲉ, ϩⲃⲥⲁⲩⲉ	"<span class=""word S sA F"">(<span class=""dialect S"">S</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect F"">F</span>) <span class=""spelling S sA F"">ϩⲃⲥⲱ</span> (ⲧ)</span>
<span class=""word A sA"">(<span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>) <span class=""spelling A sA"">ϩⲃⲥⲟⲩ</span> (ⲧ)</span>
<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϩⲉⲃⲥⲱ</span> (ⲧ)</span>
<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϩⲃⲥⲟⲟⲩⲉ</span> (ⲛ)</span>
<span class=""word sA"">(<span class=""dialect sA"">sA</span>) <span class=""spelling sA"">ϩⲃⲥⲁⲩⲉ</span> (ⲛ)</span>"	noun female	ιματιον, ιματοσμοσ	garment [ιματιον, ιματοσμοσ]	garment	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=660a	"ϩⲃⲥⲱ (ⲧ)
ϩⲉⲃⲥⲱ (ⲧ)
ϩⲃⲥⲟⲟⲩⲉ (ⲛ)"			ϩⲃⲥⲟⲩ (ⲧ)	"ϩⲃⲥⲱ (ⲧ)
ϩⲃⲥⲟⲩ (ⲧ)
ϩⲃⲥⲁⲩⲉ (ⲛ)"	ϩⲉⲃⲥⲱ (ⲧ)	ϩⲃⲥⲱ (ⲧ)				0
