key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	dawoud-pages	crum-last-page	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	key-next	key-prev	crum-pages	derivations-table	derivations-list
3329	(S) Jipe	2	{tr:} (meaning unknown)	{tr:} (meaning unknown)		778a	6	0	2010-03-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/3329.html	(S) ϫⲓⲡⲉ	(S) ϫⲓⲡⲉ	ϫⲓⲡⲉ	(S) ϫⲓⲡⲉ			complete	verb		<b>tr:</b> <i>meaning unknown</i>	<b>tr:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=778a	ϫⲓⲡⲉ										3330	3328	778		
3330	(B) Jhri	3	(meaning uncertain)	(meaning uncertain)		782a	6	0	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3330.html	(B) ϫⲏⲣⲓ	(B) ϫⲏⲣⲓ	ϫⲏⲣⲓ	(B) ϫⲏⲣⲓ (noun)			complete	noun		<i>meaning uncertain</i>	<i>meaning uncertain</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=782a						ϫⲏⲣⲓ (noun)					3331	3329	782		
3331	(B) Jarampo	3	(plant with edible leaves)	(plant with edible leaves)		786a	6	0	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3331.html	(B) ϫⲁⲣⲁⲙⲡⲟ	(B) ϫⲁⲣⲁⲙⲡⲟ	ϫⲁⲣⲁⲙⲡⲟ	(B) ϫⲁⲣⲁⲙⲡⲟ (noun)			complete	noun		<i>plant with edible leaves</i>	<i>plant with edible leaves</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=786a						ϫⲁⲣⲁⲙⲡⲟ (noun)					3332	3330	786		
3332	(S) Jerht	1	(meaning unknown)	(meaning unknown)		787a	6	0	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3332.html	(S) ϫⲉⲣⲏⲧ	(S) ϫⲉⲣⲏⲧ	ϫⲉⲣⲏⲧ	(S) ϫⲉⲣⲏⲧ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=787a	ϫⲉⲣⲏⲧ (ⲡ)										3333	3331	787		
3333	(S) JrJ	1	(meaning unknown)	(meaning unknown)		787a	6	0	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3333.html	(S) ϫⲣϫ	(S) ϫⲣϫ	ϫⲣϫ	(S) ϫⲣϫ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=787a	ϫⲣϫ (ⲡ)										3334	3332	787		
3334	(S) JrJ$^e^$r	1	(meaning unknown)	(meaning unknown)		787a	6	0	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3334.html	(S) ϫⲣϫ(ⲉ)ⲣ	(S) ϫⲣϫ(ⲉ)ⲣ	ϫⲣϫⲣ, ϫⲣϫⲉⲣ	(S) ϫⲣϫⲣ, ϫⲣϫⲉⲣ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=787a	ϫⲣϫⲣ, ϫⲣϫⲉⲣ (ⲡ)										3335	3333	787		
3335	(B) Jhs	2	{qual:} 	{qual:} 		787b	6	0	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3335.html	(B) ϫⲏⲥ	(B) ϫⲏⲥ	ϫⲏⲥ	(B) ϫⲏⲥ			complete	verb		<b>qual:</b>	<b>qual:</b>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=787b						ϫⲏⲥ					3336	3334	787		
3336	(S) JisHome	3	(meaning unknown)	(meaning unknown)		790b	6	0	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3336.html	(S) ϫⲓⲥϩⲟⲙⲉ	(S) ϫⲓⲥϩⲟⲙⲉ	ϫⲓⲥϩⲟⲙⲉ	(S) ϫⲓⲥϩⲟⲙⲉ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=790b	ϫⲓⲥϩⲟⲙⲉ (noun)										3337	3335	790		
3337	(F) Jat	1	(meaning unknown)	(meaning unknown)		790b	6	0	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3337.html	(F) ϫⲁⲧ	(F) ϫⲁⲧ	ϫⲁⲧ	(F) ϫⲁⲧ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=790b							ϫⲁⲧ (ⲡ)				3338	3336	790		
3338	(S) Joeit,Jweit,Joeit= (Sa) Jait= (A) Jeiait+ (sA) Jait+ (S) ^Jaeit-	2	{tr:} plant /*?*/	{tr:} plant /*?*/		791a	6	0	2010-03-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/3338.html	"(S) ϫⲟⲉⲓⲧ, ϫⲱⲉⲓⲧ, ϫⲟⲉⲓⲧ=
(Sa) ϫⲁⲓⲧ=
(A) ϫⲉⲓⲁⲓⲧ+
(sA) ϫⲁⲓⲧ+
(S) <i>p c </i>ϫⲁⲉⲓⲧ-"	"(S) ϫⲟⲉⲓⲧ, ϫⲱⲉⲓⲧ, ϫⲟⲉⲓⲧ=
(Sa) ϫⲁⲓⲧ=
(A) ϫⲉⲓⲁⲓⲧ+
(sA) ϫⲁⲓⲧ+
(S) <i>p c </i>ϫⲁⲉⲓⲧ-"	ϫⲟⲉⲓⲧ, ϫⲱⲉⲓⲧ, ϫⲟⲉⲓⲧ=, ϫⲁⲓⲧ=, ϫⲉⲓⲁⲓⲧ+, ϫⲁⲓⲧ+, ϫⲁⲉⲓⲧ- (p.c.)	"(S) ϫⲟⲉⲓⲧ, ϫⲱⲉⲓⲧ, ϫⲟⲉⲓⲧ=
(Sa) ϫⲁⲓⲧ=
(A) ϫⲉⲓⲁⲓⲧ+
(sA) ϫⲁⲓⲧ+
(S) ϫⲁⲉⲓⲧ- (p.c.)"			complete	verb		<b>tr:</b> plant (?)	<b>tr:</b> plant (?)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=791a	"ϫⲟⲉⲓⲧ, ϫⲱⲉⲓⲧ, ϫⲟⲉⲓⲧ=
ϫⲁⲉⲓⲧ- (p.c.)"	ϫⲁⲓⲧ=		ϫⲉⲓⲁⲓⲧ+	ϫⲁⲓⲧ+						3339	3337	791		
